Time(Hours),EntityID,ObjectName,ProcessID,StepName,Action
0,Picker1[1],Picker1[1],0.OnCreated,[Assign] Num,Assigning state variable 'Picker1[1].NUM' the value '1'. Previous value was '0'.
0,Picker1[1],Picker1[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'Picker1[1].OnEvaluatingRiderReservation.Enabled' the value '1'. Previous value was '1'.
0,Picker1[1],Picker1[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'Picker1[1].OnEvaluatingRiderReservation.ReturnValue' the value '1'. Previous value was '1'.
0,Picker1[1],Picker1[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'Picker1[1].OnEvaluatingSeizeRequest.Enabled' the value '1'. Previous value was '1'.
0,Picker1[1],Picker1[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'Picker1[1].OnEvaluatingSeizeRequest.ReturnValue' the value '1'. Previous value was '1'.
0,Picker1[1],Picker1[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'Picker1[1].OnEvaluatingRiderAtPickup.Enabled' the value '1'. Previous value was '1'.
0,Picker1[1],Picker1[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'Picker1[1].OnEvaluatingRiderAtPickup.ReturnValue' the value '1'. Previous value was '1'.
0,Picker1[1],Picker1[1],0.OnCreated,[Assign] OnCreatedAssignments,Assigning state variable 'Picker1[1].HomeNode' the value 'Idle'. Previous value was 'Nothing'.
0,Picker1[1],Picker1[1],0.OnCreated,[End],Process 'Picker1[1].OnCreated' execution ended.
0,AGV1[1],AGV1[1],0.OnRunInitialized,[Begin],Process 'AGV1[1].OnRunInitialized' execution started.
0,AGV1[1],AGV1[1],0.OnRunInitialized,[Park] AtInitialNode,Entity 'AGV1[1]' transferring from '[FreeSpace] Model' into station 'Idle.ParkingStation'.
0,AGV1[1],Idle,1.OnEnteredParking,[Begin],Process 'Idle.OnEnteredParking' execution started.
0,AGV1[1],Idle,1.OnEnteredParking,[EndTransfer] EndTransfer,Entity 'AGV1[1]' ending transfer into station 'Idle.ParkingStation'.
0,AGV1[1],Idle,1.OnEnteredParking,[End],Process 'Idle.OnEnteredParking' execution ended.
0,AGV1[2],AGV1[2],1.OnRunInitialized,[Begin],Process 'AGV1[2].OnRunInitialized' execution started.
0,AGV1[2],AGV1[2],1.OnRunInitialized,[Park] AtInitialNode,Entity 'AGV1[2]' transferring from '[FreeSpace] Model' into station 'Idle.ParkingStation'.
0,AGV1[2],Idle,2.OnEnteredParking,[Begin],Process 'Idle.OnEnteredParking' execution started.
0,AGV1[2],Idle,2.OnEnteredParking,[EndTransfer] EndTransfer,Entity 'AGV1[2]' ending transfer into station 'Idle.ParkingStation'.
0,AGV1[2],Idle,2.OnEnteredParking,[End],Process 'Idle.OnEnteredParking' execution ended.
0,Picker1[1],Picker1[1],2.OnRunInitialized,[Begin],Process 'Picker1[1].OnRunInitialized' execution started.
0,Picker1[1],Picker1[1],2.OnRunInitialized,[Park] AtInitialNode,Entity 'Picker1[1]' transferring from '[FreeSpace] Model' into station 'Idle.ParkingStation'.
0,Picker1[1],Idle,3.OnEnteredParking,[Begin],Process 'Idle.OnEnteredParking' execution started.
0,Picker1[1],Idle,3.OnEnteredParking,[EndTransfer] EndTransfer,Entity 'Picker1[1]' ending transfer into station 'Idle.ParkingStation'.
0,Picker1[1],Idle,3.OnEnteredParking,[End],Process 'Idle.OnEnteredParking' execution ended.
0,AGV1[1],AGV1[1],0.OnRunInitialized,[Decide] IfOnShift,Token branching on condition 'ResourceState!=List.ResourceStateName.OffShift'.
0,AGV1[1],AGV1[1],0.OnRunInitialized,[Decide] IfOnShift,Token sent to 'True' exit.
0,AGV1[1],AGV1[1],0.OnRunInitialized,[PlanVisit] InitialMoveOrTransportRequests,Entity 'AGV1[1]' searching 'Model.Global.VisitRequestQueue' which contains '0' request(s).
0,AGV1[1],AGV1[1],0.OnRunInitialized,[PlanVisit] InitialMoveOrTransportRequests,Entity 'AGV1[1]' failed to find and plan an eligible visit request.
0,AGV1[1],AGV1[1],0.OnRunInitialized,[End],Process 'AGV1[1].OnRunInitialized' execution ended.
0,AGV1[2],AGV1[2],1.OnRunInitialized,[Decide] IfOnShift,Token branching on condition 'ResourceState!=List.ResourceStateName.OffShift'.
0,AGV1[2],AGV1[2],1.OnRunInitialized,[Decide] IfOnShift,Token sent to 'True' exit.
0,AGV1[2],AGV1[2],1.OnRunInitialized,[PlanVisit] InitialMoveOrTransportRequests,Entity 'AGV1[2]' searching 'Model.Global.VisitRequestQueue' which contains '0' request(s).
0,AGV1[2],AGV1[2],1.OnRunInitialized,[PlanVisit] InitialMoveOrTransportRequests,Entity 'AGV1[2]' failed to find and plan an eligible visit request.
0,AGV1[2],AGV1[2],1.OnRunInitialized,[End],Process 'AGV1[2].OnRunInitialized' execution ended.
0,Picker1[1],Picker1[1],2.OnRunInitialized,[Decide] IfOnShift,Token branching on condition 'ResourceState!=List.ResourceStateName.OffShift'.
0,Picker1[1],Picker1[1],2.OnRunInitialized,[Decide] IfOnShift,Token sent to 'True' exit.
0,Picker1[1],Picker1[1],2.OnRunInitialized,[PlanVisit] InitialMoveOrTransportRequests,Entity 'Picker1[1]' searching 'Model.Global.VisitRequestQueue' which contains '0' request(s).
0,Picker1[1],Picker1[1],2.OnRunInitialized,[PlanVisit] InitialMoveOrTransportRequests,Entity 'Picker1[1]' failed to find and plan an eligible visit request.
0,Picker1[1],Picker1[1],2.OnRunInitialized,[End],Process 'Picker1[1].OnRunInitialized' execution ended.
0,--,--,--,--,Firing event 'Order_Source.EntityArrivals.Event'.
0,--,--,--,--,Time until next event of timer 'Order_Source.EntityArrivals' is '0' Hours.
0,Order_Source,Order_Source,2.OnEntityArrival,[Begin],Process 'Order_Source.OnEntityArrival' execution started.
0,Order_Source,Order_Source,2.OnEntityArrival,[SetRow] BeforeCreatingEntities,Table reference for token 'Token.2' set to row index '1' in table 'T_Orders'.
0,Order_Source,Order_Source,2.OnEntityArrival,[Create] Entities,Creating '1' new object(s) of entity type 'Orders'.
0,Order_Source,Order_Source,2.OnEntityArrival,[Create] Entities,Created object 'Orders.65'.
0,Orders.65,Order_Source,1.OnEntityArrival,[Transfer] ToProcessing,Entity 'Orders.65' transferring from '[FreeSpace] Order_Source' into station 'Order_Source.Processing'.
0,Order_Source,Order_Source,2.OnEntityArrival,[End],Process 'Order_Source.OnEntityArrival' execution ended.
0,Orders.65,Order_Source,0.OnEnteredProcessing,[Begin],Process 'Order_Source.OnEnteredProcessing' execution started.
0,Orders.65,Order_Source,0.OnEnteredProcessing,[EndTransfer] IntoProcessing,Entity 'Orders.65' ending transfer into station 'Order_Source.Processing'.
0,Orders.65,Order_Source,0.OnEnteredProcessing,[Transfer] ToOutputBuffer,Entity 'Orders.65' transferring from '[Station] Order_Source.Processing' into station 'Order_Source.OutputBuffer'.
0,Orders.65,Order_Source,1.OnEntityArrival,[End],Process 'Order_Source.OnEntityArrival' execution ended.
0,Orders.65,Order_Source,2.OnEnteredOutputBuffer,[Begin],Process 'Order_Source.OnEnteredOutputBuffer' execution started.
0,Orders.65,Order_Source,2.OnEnteredOutputBuffer,[EndTransfer] IntoOutputBuffer,Entity 'Orders.65' ending transfer into station 'Order_Source.OutputBuffer'.
0,Orders.65,Order_Source,2.OnEnteredOutputBuffer,[Assign] BeforeExitingAssignments,Assigning state variable 'Model.RowNum' the value '2'. Previous value was '1'.
0,Orders.65,Order_Source,2.OnEnteredOutputBuffer,[Transfer] ToOutputNode,Entity 'Orders.65' transferring from '[Station] Order_Source.OutputBuffer' into node 'Output@Order_Source'.
0,Orders.65,Output@Order_Source,1.OnEnteredFromAssociatedObject,[Begin],Process 'Output@Order_Source.OnEnteredFromAssociatedObject' execution started.
0,Orders.65,Output@Order_Source,1.OnEnteredFromAssociatedObject,[Fire] EnteredEvent,Firing event 'Output@Order_Source.Entered'.
0,Orders.65,Output@Order_Source,1.OnEnteredFromAssociatedObject,[Execute] Entered_AddOnProcess,Executing process '1_Assing_OrderInfo'.
0,Orders.65,Model,3.1_Assing_OrderInfo,[Begin],Process '1_Assing_OrderInfo' execution started.
0,Orders.65,Model,3.1_Assing_OrderInfo,[Assign] OrderNum,Assigning state variable 'Model.OrderNum' the value '1'. Previous value was '0'.
0,Orders.65,Model,3.1_Assing_OrderInfo,[Decide] FirstTime,Token branching on condition 'OrderNum == 1'.
0,Orders.65,Model,3.1_Assing_OrderInfo,[Decide] FirstTime,Token sent to 'True' exit.
0,Orders.65,Model,3.1_Assing_OrderInfo,[Assign] Time Episode Started,Assigning state variable 'Model.TimeEpisodeStarted' the value '0'. Previous value was '0'.
0,Orders.65,Model,3.1_Assing_OrderInfo,[Assign] OrderName,Assigning state variable 'Orders.65.OrderID' the value 'Order 1'. Previous value was ''.
0,Orders.65,Model,3.1_Assing_OrderInfo,[Assign] OrderNum,Assigning state variable 'Orders.65.OrderNum' the value '1'. Previous value was '0'.
0,Orders.65,Model,3.1_Assing_OrderInfo,[Search] Total Positions,Searching collection '[TableRows] T_Pos' containing '8' item(s). 
0,Orders.65,Model,3.1_Assing_OrderInfo,[Search] Total Positions,Searching collection in the forward direction for maximum of '2147483647' item(s).
0,Orders.65,Model,3.1_Assing_OrderInfo,[Search] Total Positions,Index range of search is from starting index '1' to ending index '8'.
0,Orders.65,Model,3.1_Assing_OrderInfo,[Search] Total Positions,Item 'T_Pos[1]' found at index '1' in the collection.
0,Orders.65,Model,3.1_Assing_OrderInfo,[Search] Total Positions,Item 'T_Pos[2]' found at index '2' in the collection.
0,Orders.65,Model,3.1_Assing_OrderInfo,[Search] Total Positions,Item 'T_Pos[6]' found at index '6' in the collection.
0,Orders.65,Model,3.1_Assing_OrderInfo,[Search] Total Positions,'3' item(s) found by search.
0,Orders.65,Model,3.1_Assing_OrderInfo,[Search] Total Positions,Saving number found.
0,Orders.65,Model,3.1_Assing_OrderInfo,[Search] Total Positions,Assigning state variable 'Orders.65.TotalPositions' the value '3'. Previous value was '0'.
0,Orders.65,Model,3.1_Assing_OrderInfo,[Transfer] Order Pool Station,Entity 'Orders.65' transferring from '[Node] Output@Order_Source' into station 'OrderPoolStation'.
0,Orders.65,Output@Order_Source,1.OnEnteredFromAssociatedObject,[Execute] Entered_AddOnProcess,Token waiting at Execute step for '1' other processes to complete.
0,Orders.65,Order_Source,0.OnEnteredProcessing,[End],Process 'Order_Source.OnEnteredProcessing' execution ended.
0,Orders.65,Model,4.3_OrderPoolEntered,[Begin],Process '3_OrderPoolEntered' execution started.
0,Orders.65,Model,4.3_OrderPoolEntered,[EndTransfer] EndTransfer1,Entity 'Orders.65' ending transfer into station 'OrderPoolStation'.
0,Orders.65,Output@Order_Source,0.OnExited,[Begin],Process 'Output@Order_Source.OnExited' execution started.
0,Orders.65,Output@Order_Source,0.OnExited,[Fire] ExitedEvent,Firing event 'Output@Order_Source.Exited'.
0,Orders.65,Output@Order_Source,0.OnExited,[End],Process 'Output@Order_Source.OnExited' execution ended.
0,Orders.65,Model,4.3_OrderPoolEntered,[Decide] Fifo Order Allocation,Token branching on condition 'Order.OrderNum<=NumAGV'.
0,Orders.65,Model,4.3_OrderPoolEntered,[Decide] Fifo Order Allocation,Token sent to 'True' exit.
0,Orders.65,Model,4.3_OrderPoolEntered,[Assign] Order AGV,Assigning state variable 'Orders.65.AGV' the value '1'. Previous value was '0'.
0,Orders.65,Model,4.3_OrderPoolEntered,[Execute] Create Warehouse Positions,Executing process '2_CreateWarehousePositions'.
0,Orders.65,Model,5.2_CreateWarehousePositions,[Begin],Process '2_CreateWarehousePositions' execution started.
0,Orders.65,Model,5.2_CreateWarehousePositions,[Assign] Pos,Assigning state variable 'Model.tmp' the value '3'. Previous value was '0'.
0,Orders.65,Model,5.2_CreateWarehousePositions,[Assign] Open Pos,Assigning state variable 'AGV1[1].OpenPos' the value '3'. Previous value was '0'.
0,Orders.65,Model,5.2_CreateWarehousePositions,[Assign] tmp AGV-Num,Assigning state variable 'Model.tmpAgvNUM' the value '1'. Previous value was '0'.
0,Orders.65,Model,5.2_CreateWarehousePositions,[Search] T_Pos,Searching collection '[TableRows] T_Pos' containing '8' item(s). 
0,Orders.65,Model,5.2_CreateWarehousePositions,[Search] T_Pos,Searching collection in the forward direction for maximum of '2147483647' item(s).
0,Orders.65,Model,5.2_CreateWarehousePositions,[Search] T_Pos,Index range of search is from starting index '1' to ending index '8'.
0,Orders.65,Model,5.2_CreateWarehousePositions,[Search] T_Pos,Item 'T_Pos[1]' found at index '1' in the collection.
0,Orders.65,Model,5.2_CreateWarehousePositions,[Search] T_Pos,Item 'T_Pos[2]' found at index '2' in the collection.
0,Orders.65,Model,5.2_CreateWarehousePositions,[Search] T_Pos,Item 'T_Pos[3]' found at index '3' in the collection.
0,Orders.65,Model,5.2_CreateWarehousePositions,[Search] T_Pos,Item 'T_Pos[4]' found at index '4' in the collection.
0,Orders.65,Model,5.2_CreateWarehousePositions,[Search] T_Pos,Item 'T_Pos[5]' found at index '5' in the collection.
0,Orders.65,Model,5.2_CreateWarehousePositions,[Search] T_Pos,Item 'T_Pos[6]' found at index '6' in the collection.
0,Orders.65,Model,5.2_CreateWarehousePositions,[Search] T_Pos,Item 'T_Pos[7]' found at index '7' in the collection.
0,Orders.65,Model,5.2_CreateWarehousePositions,[Search] T_Pos,Item 'T_Pos[8]' found at index '8' in the collection.
0,Orders.65,Model,5.2_CreateWarehousePositions,[Search] T_Pos,'8' item(s) found by search.
0,Orders.65,Model,5.2_CreateWarehousePositions,[Search] T_Pos,Saving index found.
0,Orders.65,Model,5.2_CreateWarehousePositions,[Search] T_Pos,Assigning state variable 'MyToken1.5.i' the value '8'. Previous value was '1'.
0,Orders.65,Model,6.2_CreateWarehousePositions,[Assign] Remaining,Assigning state variable 'Orders.65.LocationList[1]' the value '2'. Previous value was '0'.
0,Orders.65,Model,6.2_CreateWarehousePositions,[Decide] Is Order,Token branching on condition 'T_Pos.Pieces>0'.
0,Orders.65,Model,6.2_CreateWarehousePositions,[Decide] Is Order,Token sent to 'True' exit.
0,Orders.65,Model,6.2_CreateWarehousePositions,[Assign] AGV Remaining QTY,"Assigning state variable 'Model.AGVRemainingQty[1,1]' the value '2'. Previous value was '0'."
0,Orders.65,Model,6.2_CreateWarehousePositions,[Create] Article,Creating '1' new object(s) of entity type 'Article1'.
0,Orders.65,Model,6.2_CreateWarehousePositions,[Create] Article,Created object 'Article1.66'.
0,Article1.66,Model,7.2_CreateWarehousePositions,[Assign] Article Name,Assigning state variable 'Article1.66.ArticleName' the value 'L1'. Previous value was ''.
0,Article1.66,Model,7.2_CreateWarehousePositions,"[Assign] AGVNum,",Assigning state variable 'Article1.66.AGVNUM' the value '1'. Previous value was '0'.
0,Article1.66,Model,7.2_CreateWarehousePositions,[Assign] pos,Assigning state variable 'Article1.66.pos' the value '3'. Previous value was '0'.
0,Article1.66,Model,7.2_CreateWarehousePositions,[Assign] OrderNum,Assigning state variable 'Article1.66.OrderID' the value 'Order 1'. Previous value was ''.
0,Article1.66,Model,7.2_CreateWarehousePositions,[Assign] Location,Assigning state variable 'Article1.66.LocationNode' the value 'L1'. Previous value was 'Nothing'.
0,Article1.66,Model,7.2_CreateWarehousePositions,[Assign] Pieces,Assigning state variable 'Article1.66.Pieces' the value '2'. Previous value was '0'.
0,Article1.66,Model,7.2_CreateWarehousePositions,[Transfer] Pick Locations,Entity 'Article1.66' transferring from '[FreeSpace] Model' into node 'L1'.
0,Article1.66,L1,0.OnEntered,[Begin],Process 'L1.OnEntered' execution started.
0,Article1.66,L1,0.OnEntered,[Fire] EnteredEvent,Firing event 'L1.Entered'.
0,Article1.66,L1,0.OnEntered,[Decide] IfTransporter,Token branching on condition 'Entity.Is.Transporter'.
0,Article1.66,L1,0.OnEntered,[Decide] IfTransporter,Token sent to 'False' exit.
0,Article1.66,L1,0.OnEntered,[Execute] RoutingOutLogic,Executing process 'L1.RoutingOutLogic'.
0,Article1.66,L1,8.RoutingOutLogic,[Begin],Process 'L1.RoutingOutLogic' execution started.
0,Article1.66,L1,8.RoutingOutLogic,[Fire] RideWaitingEvent,Firing event 'L1.RiderWaiting'.
0,Article1.66,L1,8.RoutingOutLogic,[Ride] OnTransporter,Inserting entity 'Article1.66' into 'L1.RidePickupQueue'.
0,Article1.66,AGV1[1],9.OnEvaluatingRiderReservation,[Begin],Process 'AGV1[1].OnEvaluatingRiderReservation' execution started.
0,Article1.66,AGV1[1],9.OnEvaluatingRiderReservation,[Decide] IfAcceptTransportRequest,Token branching on condition '(ResourceState==List.ResourceStateName.Idle) || (Entity.CurrentNode==DestinationNode) || (Entity.CurrentNode==CurrentNode && DestinationNode==Nothing)'.
0,Article1.66,AGV1[1],9.OnEvaluatingRiderReservation,[Decide] IfAcceptTransportRequest,Token sent to 'True' exit.
0,Article1.66,AGV1[1],9.OnEvaluatingRiderReservation,[Execute] EvaluatingTransportRequest_AddOnProcess,Executing process '1_TransportRequest'.
0,Article1.66,Model,10.1_TransportRequest,[Begin],Process '1_TransportRequest' execution started.
0,Article1.66,Model,10.1_TransportRequest,[Decide] Order,Token branching on condition 'Is.Order'.
0,Article1.66,Model,10.1_TransportRequest,[Decide] Order,Token sent to 'False' exit.
0,Article1.66,Model,10.1_TransportRequest,[Decide] Article,Token branching on condition 'Is.Article'.
0,Article1.66,Model,10.1_TransportRequest,[Decide] Article,Token sent to 'True' exit.
0,Article1.66,Model,10.1_TransportRequest,[Decide] My Vehicle Picking Started==True,Token branching on condition 'AGV.PickingStarted == True'.
0,Article1.66,Model,10.1_TransportRequest,[Decide] My Vehicle Picking Started==True,Token sent to 'False' exit.
0,Article1.66,Model,10.1_TransportRequest,[Assign] Reject Task,Assigning state variable 'Token.10.ReturnValue' the value '0'. Previous value was '1'.
0,Article1.66,Model,10.1_TransportRequest,[End],Process '1_TransportRequest' execution ended.
0,Article1.66,AGV1[1],9.OnEvaluatingRiderReservation,[End],Process 'AGV1[1].OnEvaluatingRiderReservation' execution ended.
0,Article1.66,L1,8.RoutingOutLogic,[Ride] OnTransporter,Ineligible request by 'Article1.66' to ride transporter 'AGV1[1]'. The 'OnEvaluatingRiderReservation' decision process of the transporter returned 'False'.
0,Article1.66,AGV1[2],9.OnEvaluatingRiderReservation,[Begin],Process 'AGV1[2].OnEvaluatingRiderReservation' execution started.
0,Article1.66,AGV1[2],9.OnEvaluatingRiderReservation,[Decide] IfAcceptTransportRequest,Token branching on condition '(ResourceState==List.ResourceStateName.Idle) || (Entity.CurrentNode==DestinationNode) || (Entity.CurrentNode==CurrentNode && DestinationNode==Nothing)'.
0,Article1.66,AGV1[2],9.OnEvaluatingRiderReservation,[Decide] IfAcceptTransportRequest,Token sent to 'True' exit.
0,Article1.66,AGV1[2],9.OnEvaluatingRiderReservation,[Execute] EvaluatingTransportRequest_AddOnProcess,Executing process '1_TransportRequest'.
0,Article1.66,Model,10.1_TransportRequest,[Begin],Process '1_TransportRequest' execution started.
0,Article1.66,Model,10.1_TransportRequest,[Decide] Order,Token branching on condition 'Is.Order'.
0,Article1.66,Model,10.1_TransportRequest,[Decide] Order,Token sent to 'False' exit.
0,Article1.66,Model,10.1_TransportRequest,[Decide] Article,Token branching on condition 'Is.Article'.
0,Article1.66,Model,10.1_TransportRequest,[Decide] Article,Token sent to 'True' exit.
0,Article1.66,Model,10.1_TransportRequest,[Decide] My Vehicle Picking Started==True,Token branching on condition 'AGV.PickingStarted == True'.
0,Article1.66,Model,10.1_TransportRequest,[Decide] My Vehicle Picking Started==True,Token sent to 'False' exit.
0,Article1.66,Model,10.1_TransportRequest,[Assign] Reject Task,Assigning state variable 'Token.10.ReturnValue' the value '0'. Previous value was '1'.
0,Article1.66,Model,10.1_TransportRequest,[End],Process '1_TransportRequest' execution ended.
0,Article1.66,AGV1[2],9.OnEvaluatingRiderReservation,[End],Process 'AGV1[2].OnEvaluatingRiderReservation' execution ended.
0,Article1.66,L1,8.RoutingOutLogic,[Ride] OnTransporter,Ineligible request by 'Article1.66' to ride transporter 'AGV1[2]'. The 'OnEvaluatingRiderReservation' decision process of the transporter returned 'False'.
0,Article1.66,L1,8.RoutingOutLogic,[Ride] OnTransporter,Entity 'Article1.66' unable to immediately reserve ride on a transporter. Inserting ride request into 'Model.Global.VisitRequestQueue'.
0,Article1.66,L1,0.OnEntered,[Execute] RoutingOutLogic,Token waiting at Execute step for '1' other processes to complete.
0,Orders.65,Model,6.2_CreateWarehousePositions,[End],Process '2_CreateWarehousePositions' execution ended.
0,Orders.65,Model,6.2_CreateWarehousePositions,[Assign] Remaining,Assigning state variable 'Orders.65.LocationList[2]' the value '1'. Previous value was '0'.
0,Orders.65,Model,6.2_CreateWarehousePositions,[Decide] Is Order,Token branching on condition 'T_Pos.Pieces>0'.
0,Orders.65,Model,6.2_CreateWarehousePositions,[Decide] Is Order,Token sent to 'True' exit.
0,Orders.65,Model,6.2_CreateWarehousePositions,[Assign] AGV Remaining QTY,"Assigning state variable 'Model.AGVRemainingQty[2,1]' the value '1'. Previous value was '0'."
0,Orders.65,Model,6.2_CreateWarehousePositions,[Create] Article,Creating '1' new object(s) of entity type 'Article1'.
0,Orders.65,Model,6.2_CreateWarehousePositions,[Create] Article,Created object 'Article1.67'.
0,Article1.67,Model,11.2_CreateWarehousePositions,[Assign] Article Name,Assigning state variable 'Article1.67.ArticleName' the value 'L2'. Previous value was ''.
0,Article1.67,Model,11.2_CreateWarehousePositions,"[Assign] AGVNum,",Assigning state variable 'Article1.67.AGVNUM' the value '1'. Previous value was '0'.
0,Article1.67,Model,11.2_CreateWarehousePositions,[Assign] pos,Assigning state variable 'Article1.67.pos' the value '3'. Previous value was '0'.
0,Article1.67,Model,11.2_CreateWarehousePositions,[Assign] OrderNum,Assigning state variable 'Article1.67.OrderID' the value 'Order 1'. Previous value was ''.
0,Article1.67,Model,11.2_CreateWarehousePositions,[Assign] Location,Assigning state variable 'Article1.67.LocationNode' the value 'L2'. Previous value was 'Nothing'.
0,Article1.67,Model,11.2_CreateWarehousePositions,[Assign] Pieces,Assigning state variable 'Article1.67.Pieces' the value '1'. Previous value was '0'.
0,Article1.67,Model,11.2_CreateWarehousePositions,[Transfer] Pick Locations,Entity 'Article1.67' transferring from '[FreeSpace] Model' into node 'L2'.
0,Article1.67,L2,9.OnEntered,[Begin],Process 'L2.OnEntered' execution started.
0,Article1.67,L2,9.OnEntered,[Fire] EnteredEvent,Firing event 'L2.Entered'.
0,Article1.67,L2,9.OnEntered,[Decide] IfTransporter,Token branching on condition 'Entity.Is.Transporter'.
0,Article1.67,L2,9.OnEntered,[Decide] IfTransporter,Token sent to 'False' exit.
0,Article1.67,L2,9.OnEntered,[Execute] RoutingOutLogic,Executing process 'L2.RoutingOutLogic'.
0,Article1.67,L2,10.RoutingOutLogic,[Begin],Process 'L2.RoutingOutLogic' execution started.
0,Article1.67,L2,10.RoutingOutLogic,[Fire] RideWaitingEvent,Firing event 'L2.RiderWaiting'.
0,Article1.67,L2,10.RoutingOutLogic,[Ride] OnTransporter,Inserting entity 'Article1.67' into 'L2.RidePickupQueue'.
0,Article1.67,AGV1[1],12.OnEvaluatingRiderReservation,[Begin],Process 'AGV1[1].OnEvaluatingRiderReservation' execution started.
0,Article1.67,AGV1[1],12.OnEvaluatingRiderReservation,[Decide] IfAcceptTransportRequest,Token branching on condition '(ResourceState==List.ResourceStateName.Idle) || (Entity.CurrentNode==DestinationNode) || (Entity.CurrentNode==CurrentNode && DestinationNode==Nothing)'.
0,Article1.67,AGV1[1],12.OnEvaluatingRiderReservation,[Decide] IfAcceptTransportRequest,Token sent to 'True' exit.
0,Article1.67,AGV1[1],12.OnEvaluatingRiderReservation,[Execute] EvaluatingTransportRequest_AddOnProcess,Executing process '1_TransportRequest'.
0,Article1.67,Model,13.1_TransportRequest,[Begin],Process '1_TransportRequest' execution started.
0,Article1.67,Model,13.1_TransportRequest,[Decide] Order,Token branching on condition 'Is.Order'.
0,Article1.67,Model,13.1_TransportRequest,[Decide] Order,Token sent to 'False' exit.
